Month,Hour,Day Type,Daylight Savings Status,Indoor Temperature [C],Average Unmet Cooling Setpoint Difference [C],Indoor Relative Humidity [%],Equipment Electric Power [kWh],DHW Heating [kWh],Cooling Load [kWh],Heating Load [kWh],Solar Generation [W/kW],Occupant Count [people],Cooling Temperature Set Point [C],Heating Temperature Set Point [C],Cooling Device Load Schedule [On/Off],Heating Device Load Schedule [On/Off]
6,16,1,1,25.9999999999999,0,49.9985637160445,21.9227657334026,4.56,29.6042068986719,0,400258.0,71.9174067049736,26,,1,0
6,17,1,1,25.9999999999999,0,49.9999726442619,21.9227657334026,3.38,33.5702437673795,0,235398.0,100.684369386963,26,,1,0
6,18,1,1,26.0,0,49.9999999119787,20.3154376000639,2.5,39.843191059352,0,87137.4,158.218294750942,26,,1,0
6,19,1,1,25.9999999999999,0,50.000000019476,18.7081094667252,1.43,40.949209770667,0,9355.449999999999,186.985257432931,26,,1,0
6,20,1,1,25.9999999999999,0,50.0007390882659,17.1007813333866,6.1,37.0809216187364,0,0.0,201.368738773926,26,,1,0
6,21,1,1,25.9999999999999,0,50.0000617838276,15.4934532000479,6.03,24.6912493214404,0,0.0,100.684369386963,26,,1,0
6,22,1,1,25.7771805813125,0,50.1194737183659,8.26047660002397,6.26,16.8972388951985,0,0.0,57.5339253639789,26,,1,0
6,23,1,1,24.6528919580628,0,50.2460434367591,3.43849220000799,2.19,16.5191157404982,0,0.0,57.5339253639789,26,,1,0
6,24,1,1,24.1193899921493,0,50.155544264374,3.42752123270479,0.0,10.6950947868952,0,0.0,14.3834813409947,26,,1,0
6,1,2,1,24.9302802320233,0,48.144922484279,2.62751415513652,0.0,0.0,0,0.0,0.0,30,,1,0
6,2,2,1,25.1149559159355,0,48.7693871548972,3.42752123270479,0.0,0.0,0,0.0,0.0,30,,1,0
6,3,2,1,24.9345361928185,0,50.4436333042244,2.62751415513652,0.0,0.0,0,0.0,0.0,30,,1,0
6,4,2,1,25.0308878644298,0,52.2797458490301,5.02753538784131,0.0,0.0,0,0.0,0.0,30,,1,0
6,5,2,1,23.4325702990232,0,50.2006499904088,10.671468800032,0.0,22.051221808228,0,0.0,14.3834813409947,26,,1,0
6,6,2,1,23.2402392937003,0,50.0999076800992,11.4751328667013,2.54,16.8643654004978,0,7353.4800000000005,28.7669626819894,26,,1,0
6,7,2,1,23.2586762922654,0,49.974938657818,13.0824610000399,2.45,27.8897315577943,0,89239.8,115.067850727957,26,,1,0
6,8,2,1,24.5238724042862,0,49.94735635253,15.4934532000479,5.51,27.7424354672367,0,238795.0,115.067850727957,26,,1,0
6,9,2,1,25.6980418714068,0,49.964279110729,17.9044454000559,2.06,28.4782528065789,0,386274.0,115.067850727957,26,,1,0
6,10,2,1,25.9995367368686,0,49.9962627249848,21.9227657334026,1.51,28.7693041504602,0,558966.0,57.5339253639789,26,,1,0
6,11,2,1,25.9999999999785,0,50.0000000270539,24.3337579334106,11.15,38.3978598785706,0,579218.0,143.834813409947,26,,1,0
6,12,2,1,26.0,0,49.9983926254283,22.7264298000719,5.13,44.334458924382,0,554090.0,230.135701455915,26,,1,0
6,13,2,1,25.9999999999999,0,49.9935578444706,21.1191016667332,16.37,39.4495769873453,0,529468.0,201.368738773926,26,,1,0
6,14,2,1,25.9999999999999,0,49.9933756517013,19.5117735333946,15.37,30.8211539185762,0,471897.0,115.067850727957,26,,1,0
6,15,2,1,25.9999999999999,0,49.9997510678003,19.5117735333946,3.44,27.7719823783157,0,443519.0,57.5339253639789,26,,1,0
6,16,2,1,26.0,0,49.9991510098318,21.9227657334026,5.18,31.4313023793575,0,374987.0,71.9174067049736,26,,1,0
6,17,2,1,26.0,0,49.999974561731,21.9227657334026,3.64,38.9108788813644,0,244040.0,143.834813409947,26,,1,0
6,18,2,1,25.9999999999999,0,50.0000001756812,20.3154376000639,2.54,45.3498133730062,0,86889.79999999999,230.135701455915,26,,1,0
6,19,2,1,26.0,0,50.0004475247488,18.7081094667252,1.54,44.286381086087,0,9338.97,230.135701455915,26,,1,0
6,20,2,1,25.9999999999999,0,50.0000090795846,17.1007813333866,6.48,40.3304841291908,0,0.0,230.135701455915,26,,1,0
6,21,2,1,26.0,0,50.001515024199,15.4934532000479,6.44,29.7386818387872,0,0.0,143.834813409947,26,,1,0
6,22,2,1,25.7486712659321,0,50.1262855352343,8.26047660002397,6.63,21.6759868339759,0,0.0,100.684369386963,26,,1,0
6,23,2,1,24.5980624913862,0,50.2501445669567,3.42752123270479,2.41,17.3208690948816,0,0.0,57.5339253639789,26,,1,0
6,24,2,1,23.9992142942084,0,50.1234223774041,3.42752123270479,0.0,12.121389572421,0,0.0,14.3834813409947,26,,1,0
6,1,3,1,24.879102914815,0,47.9075186493048,2.62751415513652,0.0,0.0,0,0.0,0.0,30,,1,0
6,2,3,1,25.0995761355615,0,48.7345505548887,3.42752123270479,0.0,0.0,0,0.0,0.0,30,,1,0
6,3,3,1,24.904437883383,0,50.6518585655866,2.62751415513652,0.0,0.0,0,0.0,0.0,30,,1,0
6,4,3,1,24.9954900897931,0,52.6678433001786,5.02753538784131,0.0,0.0,0,0.0,0.0,30,,1,0
6,5,3,1,23.3414773994629,0,50.2009248962628,10.671468800032,0.0,22.3749097760322,0,0.0,14.3834813409947,26,,1,0
6,6,3,1,23.0794200482215,0,50.124021877948,11.4751328667013,0.0,17.0214519418886,0,12871.9,28.7669626819894,26,,1,0
6,7,3,1,22.887935753858,0,50.0002499851209,13.0824610000399,1.81,29.461837910245,0,99576.2,115.067850727957,26,,1,0
6,8,3,1,24.136127264074,0,49.9509081713103,15.4934532000479,1.93,28.9358745908893,0,261260.0,115.067850727957,26,,1,0
6,9,3,1,25.5437836546042,0,49.9601444217755,17.9044454000559,2.13,28.6547110662033,0,439149.0,115.067850727957,26,,1,0
6,10,3,1,25.9978281462304,0,49.9938911435725,21.9227657334026,1.31,28.9674814531618,0,578797.0,57.5339253639789,26,,1,0
6,11,3,1,25.9999999999729,0,49.9999999877223,24.3337579334106,10.48,38.8551345964656,0,674650.0,143.834813409947,26,,1,0
6,12,3,1,25.9999999999999,0,49.9985721100809,22.7264298000719,9.39,45.222623020615,0,718233.0,230.135701455915,26,,1,0
6,13,3,1,26.0,0,49.9925775392711,21.1191016667332,13.73,39.67574186497,0,713124.0,201.368738773926,26,,1,0
6,14,3,1,25.9999999999999,0,49.9981131155974,19.5117735333946,12.49,32.4554362836081,0,662198.0,115.067850727957,26,,1,0
6,15,3,1,25.9999999999999,0,49.9999853372697,19.5117735333946,3.39,29.5239735272753,0,561240.0,57.5339253639789,26,,1,0
6,16,3,1,25.9999999999999,0,50.0003918686283,21.9227657334026,3.03,32.2567805057587,0,426856.0,71.9174067049736,26,,1,0
6,17,3,1,26.0,0,50.0000078481562,21.9227657334026,3.28,38.1846985529452,0,247332.0,143.834813409947,26,,1,0
6,18,3,1,26.0,0,50.0000001959472,20.3154376000639,2.41,43.6217099924207,0,91195.09999999999,230.135701455915,26,,1,0
6,19,3,1,25.9861340174518,0,50.008626402481,18.7081094667252,1.46,41.2135015946602,0,10849.7,230.135701455915,26,,1,0
6,20,3,1,25.3490920451029,0,50.1189308448019,17.1007813333866,5.55,42.8603862267512,0,0.0,230.135701455915,26,,1,0
6,21,3,1,24.9101378872907,0,50.028267217719,15.4934532000479,5.91,32.2989775814141,0,0.0,143.834813409947,26,,1,0
6,22,3,1,24.4601227644855,0,50.3252639433308,8.26047660002397,6.33,23.5014035417497,0,0.0,100.684369386963,26,,1,0
6,23,3,1,23.9735822505549,0,50.2708097596934,3.42752123270479,0.0,15.4531715576879,0,0.0,57.5339253639789,26,,1,0
6,24,3,1,23.7180516148132,0,50.3478351828397,3.42752123270479,0.0,11.0638878754566,0,0.0,14.3834813409947,26,,1,0
6,1,4,1,24.5936132217602,0,48.3057631446234,2.62751415513652,0.0,0.0,0,0.0,0.0,30,,1,0
6,2,4,1,24.8277273892137,0,49.4263064971143,3.42752123270479,0.0,0.0,0,0.0,0.0,30,,1,0
6,3,4,1,24.6560554612265,0,51.4896382149762,2.62751415513652,0.0,0.0,0,0.0,0.0,30,,1,0
6,4,4,1,24.791676674613,0,53.6087043211371,5.02753538784131,0.0,0.0,0,0.0,0.0,30,,1,0
6,5,4,1,23.2942663031676,0,50.1742951909028,10.671468800032,0.0,22.197889314554,0,0.0,14.3834813409947,26,,1,0
6,6,4,1,23.112689307079,0,50.1036970874911,11.4751328667013,0.0,16.7477634360486,0,12905.4,28.7669626819894,26,,1,0
6,7,4,1,22.8245356159658,0,50.0108941724538,13.0824610000399,1.76,29.9309190800219,0,99515.1,115.067850727957,26,,1,0
6,8,4,1,23.7218836643651,0,49.9583903778236,15.4934532000479,2.07,29.8191052855696,0,265663.0,115.067850727957,26,,1,0
6,9,4,1,25.0409699667517,0,49.9477769702263,17.9044454000559,1.87,29.4055732828715,0,451057.0,115.067850727957,26,,1,0
6,10,4,1,25.9341773908856,0,49.9768525907577,21.9227657334026,1.37,27.5572280506587,0,592274.0,57.5339253639789,26,,1,0
6,11,4,1,25.9999999460969,0,49.9999967634671,24.3337579334106,9.73,38.9832311082974,0,685456.0,143.834813409947,26,,1,0
6,12,4,1,25.9999999999999,0,49.9988138456532,22.7264298000719,7.85,44.5176211135052,0,727678.0,230.135701455915,26,,1,0
6,13,4,1,26.0,0,49.9963251835028,21.1191016667332,14.24,39.8768493095276,0,725568.0,201.368738773926,26,,1,0
6,14,4,1,26.0,0,49.9974901069055,19.5117735333946,13.84,31.9361417808559,0,679055.0,115.067850727957,26,,1,0
6,15,4,1,25.9999999999999,0,49.9999854629973,19.5117735333946,3.36,29.2989680088481,0,586069.0,57.5339253639789,26,,1,0
6,16,4,1,26.0,0,49.9999998088941,21.9227657334026,3.19,31.6419213663084,0,439464.0,71.9174067049736,26,,1,0
6,17,4,1,26.0,0,49.9999999333462,21.9227657334026,2.67,38.4206494227876,0,253548.0,143.834813409947,26,,1,0
6,18,4,1,26.0,0,49.9999999376949,20.3154376000639,2.01,44.5333633618553,0,93639.5,230.135701455915,26,,1,0
6,19,4,1,25.9999999999999,0,50.0008222811976,18.7081094667252,1.15,42.3186027673085,0,10231.1,230.135701455915,26,,1,0
6,20,4,1,26.0,0,50.000019032483,17.1007813333866,5.53,38.955255166311,0,0.0,230.135701455915,26,,1,0
6,21,4,1,25.9206363459112,0,50.0601850279897,15.4934532000479,6.28,29.8634132991528,0,0.0,143.834813409947,26,,1,0
6,22,4,1,24.9366835640496,0,50.2342489853695,8.26047660002397,6.9,25.9586546658705,0,0.0,100.684369386963,26,,1,0
6,23,4,1,23.6977049020619,0,50.21973268477,3.42752123270479,0.0,19.1315030536526,0,0.0,57.5339253639789,26,,1,0
6,24,4,1,23.3313482147666,0,50.0959157734557,3.42752123270479,0.0,13.5748888501971,0,0.0,14.3834813409947,26,,1,0
6,1,5,1,24.4949754096248,0,47.522205151689,2.62751415513652,0.0,0.0,0,0.0,0.0,30,,1,0
6,2,5,1,24.8158220259599,0,48.4215426160519,3.42752123270479,0.0,0.0,0,0.0,0.0,30,,1,0
6,3,5,1,24.6800766189778,0,50.6468145189267,2.62751415513652,0.0,0.0,0,0.0,0.0,30,,1,0
6,4,5,1,24.8177418695997,0,52.959703983592,5.02753538784131,0.0,0.0,0,0.0,0.0,30,,1,0
6,5,5,1,23.3167257019165,0,50.1693944535439,10.671468800032,0.0,21.7180425305176,0,0.0,14.3834813409947,26,,1,0
6,6,5,1,23.1628148707231,0,50.0458186092732,11.4751328667013,1.82,16.9600585616044,0,7357.11,28.7669626819894,26,,1,0
6,7,5,1,23.2947370450612,0,49.9711403486374,13.0824610000399,1.89,27.8663167320906,0,82611.7,115.067850727957,26,,1,0
6,8,5,1,24.6393486766137,0,49.9429849758718,15.4934532000479,4.57,27.8880571102573,0,202159.0,115.067850727957,26,,1,0
6,9,5,1,25.7529444202648,0,49.9650808906979,17.9044454000559,1.62,27.8588657167501,0,330243.0,115.067850727957,26,,1,0
6,10,5,1,25.9992854649878,0,49.9946688013253,21.9227657334026,1.39,27.279482323616,0,400006.0,57.5339253639789,26,,1,0
6,11,5,1,25.9999999990648,0,49.9999996409328,24.3337579334106,9.19,36.1483507268773,0,451873.0,143.834813409947,26,,1,0
6,12,5,1,26.0,0,49.9970043528234,22.7264298000719,4.22,41.7234131302899,0,439791.0,230.135701455915,26,,1,0
6,13,5,1,26.0,0,49.9990745682635,21.1191016667332,14.21,37.7825857028363,0,442941.0,201.368738773926,26,,1,0
6,14,5,1,25.9999999999999,0,49.9942394748806,19.5117735333946,14.37,29.7879135795498,0,550977.0,115.067850727957,26,,1,0
6,15,5,1,25.9999999999999,0,49.9995643092308,19.5117735333946,3.35,26.1704032132425,0,522270.99999999994,57.5339253639789,26,,1,0
6,16,5,1,25.9999999999999,0,49.9990553054831,21.9227657334026,4.51,30.0114892702942,0,398837.0,71.9174067049736,26,,1,0
6,17,5,1,26.0,0,49.9999727857084,21.9227657334026,3.04,37.2559062656915,0,267007.0,143.834813409947,26,,1,0
6,18,5,1,26.0,0,49.9999998370166,20.3154376000639,1.86,44.1085182177075,0,92879.3,230.135701455915,26,,1,0
6,19,5,1,25.9999999999999,0,50.0007234338288,18.7081094667252,1.37,42.0369421045068,0,15902.0,230.135701455915,26,,1,0
6,20,5,1,25.9999999999999,0,50.0000279548372,17.1007813333866,5.57,38.2579940633276,0,0.0,230.135701455915,26,,1,0
6,21,5,1,25.9556851460803,0,50.0387134984812,15.4934532000479,5.59,29.3904936383425,0,0.0,143.834813409947,26,,1,0
6,22,5,1,25.1774029973828,0,50.2279670404746,8.26047660002397,5.25,24.4618007388266,0,0.0,100.684369386963,26,,1,0
6,23,5,1,24.0363150049411,0,50.2181880217657,3.42752123270479,1.84,18.3883317141255,0,0.0,57.5339253639789,26,,1,0
6,24,5,1,23.6329079964855,0,50.0953980193725,3.42752123270479,0.0,12.723856448538,0,0.0,14.3834813409947,26,,1,0
6,1,6,1,24.6561933958958,0,47.7938045479555,2.62751415513652,0.0,0.0,0,0.0,0.0,30,,1,0
6,2,6,1,24.9112799703196,0,48.6476023676092,3.42752123270479,0.0,0.0,0,0.0,0.0,30,,1,0
6,3,6,1,24.7425741861445,0,50.457189761206,2.62751415513652,0.0,0.0,0,0.0,0.0,30,,1,0
6,4,6,1,24.8732502648908,0,52.1755725723745,5.02753538784131,0.0,0.0,0,0.0,0.0,30,,1,0
6,5,6,1,23.4093488302261,0,50.1492296347428,10.671468800032,0.0,21.0083226300623,0,0.0,14.3834813409947,26,,1,0
6,6,6,1,23.3208504773023,0,50.0710326628088,11.4751328667013,2.32,16.2449560141345,0,0.0,28.7669626819894,26,,1,0
6,7,6,1,23.7663458456687,0,49.9298071093294,13.0824610000399,1.96,24.7662824544522,0,82601.20000000001,115.067850727957,26,,1,0
6,8,6,1,25.189888786233,0,49.9138415274962,15.4934532000479,4.05,24.0730052385894,0,215137.0,115.067850727957,26,,1,0
6,9,6,1,25.9253328400206,0,49.9748855758344,17.9044454000559,1.5,27.2208278565439,0,406207.0,115.067850727957,26,,1,0
6,10,6,1,25.9999968638834,0,49.9993694781778,21.9227657334026,1.14,26.8340534163591,0,491753.0,57.5339253639789,26,,1,0
6,11,6,1,25.9999999999809,0,49.9999681597722,24.3337579334106,8.26,35.6002709797982,0,499524.0,143.834813409947,26,,1,0
6,12,6,1,26.0,0,49.9974274071425,22.7264298000719,3.47,41.8576693268359,0,533141.0,230.135701455915,26,,1,0
6,13,6,1,25.9999999999999,0,49.9998339660642,21.1191016667332,11.34,38.6047588692764,0,127795.0,201.368738773926,26,,1,0
6,14,6,1,26.0,0,49.9994107570432,19.5117735333946,11.07,31.9424295872868,0,245822.0,115.067850727957,26,,1,0
6,15,6,1,26.0,0,49.9999855071481,19.5117735333946,2.89,26.1757505422076,0,40729.0,57.5339253639789,26,,1,0
6,16,6,1,26.0,0,49.9988058265017,21.9227657334026,3.71,28.5116168852843,0,167886.0,71.9174067049736,26,,1,0
6,17,6,1,25.9999999999999,0,49.9998855048998,21.9227657334026,2.79,34.6032540208545,0,206192.0,143.834813409947,26,,1,0
6,18,6,1,25.9999999999999,0,50.0018535926813,20.3154376000639,1.97,42.015395931719,0,95193.1,230.135701455915,26,,1,0
6,19,6,1,25.8162288426417,0,50.0815736566122,18.7081094667252,1.24,43.9820845437254,0,17759.699999999997,230.135701455915,26,,1,0
6,20,6,1,24.2553327888072,0,50.2077387645244,17.1007813333866,4.55,50.0803745501222,0,0.0,230.135701455915,26,,1,0
6,21,6,1,23.4722096435532,0,50.0590302316881,15.4934532000479,5.04,38.6839884828459,0,0.0,143.834813409947,26,,1,0
6,22,6,1,22.9847353159762,0,50.3161680322966,8.26047660002397,5.03,28.1999092431858,0,0.0,100.684369386963,26,,1,0
6,23,6,1,22.795767510799,0,50.1172561869834,3.42752123270479,1.71,16.6913376158782,0,0.0,57.5339253639789,26,,1,0
6,24,6,1,22.5324509912013,0,50.1397094368303,3.42752123270479,0.0,15.4643474952852,0,0.0,14.3834813409947,26,,1,0
6,1,7,1,23.9445339929857,0,47.3150167755196,2.62751415513652,0.0,0.0,0,0.0,0.0,30,,1,0
6,2,7,1,24.401676115992,0,48.1056151603665,3.42752123270479,0.0,0.0,0,0.0,0.0,30,,1,0
6,3,7,1,24.369233023783,0,50.6597113857676,2.62751415513652,0.0,0.0,0,0.0,0.0,30,,1,0
6,4,7,1,24.5965586306363,0,53.2402723289024,5.02753538784131,0.0,0.0,0,0.0,0.0,30,,1,0
6,5,7,1,23.4570876512083,0,50.1071694622896,10.671468800032,0.0,18.851827911247,0,0.0,0.0,26,,1,0
6,6,7,1,23.263213253019,0,50.1357307475997,11.4751328667013,1.96,13.991023286228,0,12917.5,14.3834813409947,26,,1,0
6,7,7,1,22.3744043833564,0,50.1044086176387,13.0824610000399,2.11,32.3897816830448,0,95173.7,143.834813409947,26,,1,0
6,8,7,1,22.3803770665749,0,49.994299434675,15.4934532000479,4.4,31.7099116138304,0,241949.0,143.834813409947,26,,1,0
6,9,7,1,22.7719837228283,0,49.8965569831263,17.9044454000559,1.9,30.735434807179,0,397304.0,115.067850727957,26,,1,0
6,10,7,1,23.9212165931148,0,49.964137569426,21.9227657334026,1.34,31.5907652111972,0,532592.0,57.5339253639789,26,,1,0
6,11,7,1,24.1278457235826,0,49.9970197255657,24.3337579334106,10.7,39.2552628828989,0,604801.0,129.451332068952,26,,1,0
6,12,7,1,24.5045397622786,0,49.9500351549596,22.7264298000719,4.46,37.8544600570606,0,662858.0,143.834813409947,26,,1,0
6,13,7,1,25.2256906652282,0,49.9698617451172,21.1191016667332,12.35,36.5571649946905,0,665859.0,143.834813409947,26,,1,0
6,14,7,1,25.7720911919298,0,49.8614351292244,19.5117735333946,11.88,25.9163971892372,0,619437.0,100.684369386963,26,,1,0
6,15,7,1,25.7847289181664,0,50.1027962043031,19.5117735333946,2.7,25.9620539616012,0,529559.0,86.3008880459683,26,,1,0
6,16,7,1,25.6027645412975,0,50.0910102526369,21.9227657334026,3.9,29.7931000482812,0,383455.0,86.3008880459683,26,,1,0
6,17,7,1,25.0955951190924,0,50.0377279510465,21.9227657334026,3.17,34.8392540146789,0,229755.0,86.3008880459683,26,,1,0
6,18,7,1,24.1751259336734,0,50.0497005450126,20.3154376000639,2.11,47.4601712220329,0,91064.2,201.368738773926,26,,1,0
6,19,7,1,23.8370732982997,0,50.0803073760409,18.7081094667252,1.4,47.0691134952291,0,10169.1,258.902664137905,26,,1,0
6,20,7,1,23.7708219038161,0,50.0507336408123,17.1007813333866,5.69,39.6312885220551,0,0.0,201.368738773926,26,,1,0
6,21,7,1,23.5612126439057,0,50.2147997640154,15.4934532000479,6.5,38.0077161192095,0,0.0,186.985257432931,26,,1,0
6,22,7,1,23.0299029074022,0,50.276700726908,8.26047660002397,6.16,31.7626928493511,0,0.0,158.218294750942,26,,1,0
6,23,7,1,22.7700244697128,0,50.2241677112963,3.42752123270479,1.92,20.7378703886312,0,0.0,100.684369386963,26,,1,0
6,24,7,1,22.6815633405264,0,50.2138705702671,3.42752123270479,0.0,13.6788874829281,0,0.0,14.3834813409947,26,,1,0
6,1,1,1,23.8903485615875,0,47.859892294285,2.62751415513652,0.0,0.0,0,0.0,0.0,30,,1,0
6,2,1,1,24.2249395301004,0,49.1345823453043,3.42752123270479,0.0,0.0,0,0.0,0.0,30,,1,0
6,3,1,1,24.1069902813574,0,51.6354617300055,2.62751415513652,0.0,0.0,0,0.0,0.0,30,,1,0
6,4,1,1,24.2877424984018,0,53.9585998602327,5.02753538784131,0.0,0.0,0,0.0,0.0,30,,1,0
6,5,1,1,23.2134404199265,0,50.1263327030831,10.6275849308192,0.0,18.1859633605823,0,0.0,0.0,26,,1,0
6,6,1,1,23.0253123412735,0,50.181486006696,11.4751328667013,1.96,14.2688966334031,0,12950.900000000001,14.3834813409947,26,,1,0
6,7,1,1,22.4190396754223,0,50.0185475515875,13.0824610000399,2.01,31.4705904913578,0,98311.0,143.834813409947,26,,1,0
6,8,1,1,23.3418835958466,0,49.9423691702759,15.4934532000479,4.35,29.2094522349091,0,263172.0,143.834813409947,26,,1,0
6,9,1,1,24.7658221472704,0,49.9409211943749,17.9044454000559,1.81,21.0446649919652,0,444867.0,57.5339253639789,26,,1,0
6,10,1,1,25.6455183885027,0,49.9638281863798,21.9227657334026,1.45,26.0099972408535,0,581191.0,57.5339253639789,26,,1,0
6,11,1,1,25.9799338861902,0,49.9819240095806,24.3337579334106,10.36,31.6392612266826,0,673896.0,86.3008880459683,26,,1,0
6,12,1,1,25.9999998692215,0,49.9999946621926,22.7264298000719,4.09,33.94023004923,0,712907.0,143.834813409947,26,,1,0
6,13,1,1,25.9999999992068,0,49.9955205892507,21.1191016667332,12.2,32.6406469497787,0,714458.0,143.834813409947,26,,1,0
6,14,1,1,25.9999999999999,0,49.9999920497514,19.5117735333946,11.13,30.1347084224312,0,667234.0,86.3008880459683,26,,1,0
6,15,1,1,26.0,0,49.9992284405783,19.5117735333946,2.49,26.8319198276685,0,569253.0,57.5339253639789,26,,1,0
6,16,1,1,26.0,0,49.9969079443957,21.9227657334026,4.27,27.2720983866228,0,432641.0,71.9174067049736,26,,1,0
6,17,1,1,25.9999999999999,0,49.999297573685,21.9227657334026,3.25,29.4954062368613,0,256286.0,100.684369386963,26,,1,0
6,18,1,1,25.9999999999999,0,49.9999978461282,20.3154376000639,2.26,36.0065580051894,0,95064.7,158.218294750942,26,,1,0
6,19,1,1,25.9881548327835,0,50.0094921695501,18.7081094667252,1.5,37.4906505807535,0,11815.2,186.985257432931,26,,1,0
6,20,1,1,25.495565730689,0,50.0944847347036,17.1007813333866,5.73,39.3780940408657,0,0.0,201.368738773926,26,,1,0
6,21,1,1,24.8220357254925,0,50.1159151519732,15.4934532000479,6.41,29.9231617996128,0,0.0,100.684369386963,26,,1,0
6,22,1,1,23.8971292874872,0,50.1930698355784,8.26047660002397,6.31,23.2140714006942,0,0.0,57.5339253639789,26,,1,0
6,23,1,1,23.002272035766,0,50.0884299283377,3.43849220000799,2.33,18.3568865669046,0,0.0,57.5339253639789,26,,1,0
6,24,1,1,22.55147255399,0,50.1973417695237,3.42752123270479,0.0,16.9018864971168,0,0.0,14.3834813409947,26,,1,0
6,1,2,1,23.9528937209755,0,47.1650967662322,2.62751415513652,0.0,0.0,0,0.0,0.0,30,,1,0
6,2,2,1,24.3464691583504,0,47.9166572254654,3.42752123270479,0.0,0.0,0,0.0,0.0,30,,1,0
6,3,2,1,24.2271781945249,0,50.1993597518395,2.62751415513652,0.0,0.0,0,0.0,0.0,30,,1,0
6,4,2,1,24.3756201268566,0,52.4992275937754,5.02753538784131,0.0,0.0,0,0.0,0.0,30,,1,0
6,5,2,1,22.8933248986423,0,50.2140646779988,10.671468800032,0.0,19.7127779133882,0,0.0,14.3834813409947,26,,1,0
6,6,2,1,22.6329547943041,0,50.1338916874021,11.4751328667013,1.83,17.0475660453561,0,2668.19,28.7669626819894,26,,1,0
6,7,2,1,22.345060365073,0,49.987020622009,13.0824610000399,1.98,31.810039918257,0,78530.6,115.067850727957,26,,1,0
6,8,2,1,23.4077120478972,0,49.9447266565917,15.4934532000479,3.84,30.0063561757981,0,193213.0,115.067850727957,26,,1,0
6,9,2,1,24.6952798236704,0,49.9598130055683,17.9044454000559,1.44,29.8680665987133,0,258414.0,115.067850727957,26,,1,0
6,10,2,1,25.6497013568745,0,49.9622430126657,21.9227657334026,1.06,26.7887011751378,0,292824.0,57.5339253639789,26,,1,0
6,11,2,1,25.9800264848935,0,49.980705757758,24.3337579334106,9.8,35.8120871474402,0,319401.0,143.834813409947,26,,1,0
6,12,2,1,25.9999998540498,0,49.9974426807932,22.7264298000719,4.18,42.1248915411629,0,324973.0,230.135701455915,26,,1,0
6,13,2,1,25.9999999999041,0,49.9990757438612,21.1191016667332,11.73,37.7805382171596,0,303332.0,201.368738773926,26,,1,0
6,14,2,1,25.9999999999997,0,49.9991530287547,19.5117735333946,12.33,31.8378067642357,0,408048.0,115.067850727957,26,,1,0
6,15,2,1,25.9999999999999,0,49.9999852285981,19.5117735333946,3.04,26.8576332127568,0,134890.0,57.5339253639789,26,,1,0
6,16,2,1,25.9999999999999,0,50.0000001943459,21.9227657334026,3.87,28.1454662655327,0,103079.0,71.9174067049736,26,,1,0
6,17,2,1,26.0,0,49.9990191396421,21.9227657334026,3.27,37.0273461063571,0,59100.700000000004,143.834813409947,26,,1,0
